-1780840.2072307859	  inf
-1352259.4776679140	2.40662e-01
-1350813.3422112365	1.06942e-03
-1351873.3534280949	-7.84721e-04
-1351010.7555111952	6.38076e-04
-1352371.2117517337	-1.00699e-03
-1353325.4233649389	-7.05584e-04
-1354285.5224613904	-7.09437e-04
-1355033.5769072035	-5.52361e-04
-1355590.5280387148	-4.11024e-04
-1355693.1245263135	-7.56840e-05
-1355445.5938026491	1.82586e-04
-1354666.4770959788	5.74805e-04
-1353636.4725141989	7.60338e-04
-1352411.3635303611	9.05050e-04
-1351166.9414371399	9.20151e-04
-1349702.8986145097	1.08354e-03
-1348347.5399577213	1.00419e-03
-1346696.7954627662	1.22427e-03
-1344945.6373131254	1.30034e-03
-1343290.9355963364	1.23031e-03
-1341727.8739644929	1.16361e-03
-1340242.0055059460	1.10743e-03
-1338700.0189737985	1.15053e-03
-1337215.4847626125	1.10894e-03
-1335678.2791432571	1.14956e-03
-1334181.6033257400	1.12054e-03
-1332716.3675622623	1.09823e-03
-1331287.6349411740	1.07205e-03
-1329933.5697870506	1.01711e-03
-1328715.4595011680	9.15918e-04
-1327605.9204333336	8.35046e-04
-1326584.5552756665	7.69329e-04
-1325598.9456440958	7.42968e-04
-1324759.3513753819	6.33370e-04
-1323932.4145567410	6.24217e-04
-1323142.3599169995	5.96748e-04
-1322458.8822596234	5.16556e-04
-1321899.6820388332	4.22849e-04
-1321386.7548217622	3.88023e-04
-1320970.4978516430	3.15015e-04
-1320571.1902174526	3.02284e-04
-1320233.0569760699	2.56051e-04
-1319907.3641949135	2.46693e-04
-1319596.4408272286	2.35565e-04
-1319320.8251075870	2.08864e-04
-1319091.8628655353	1.73546e-04
-1318890.3050481824	1.52800e-04
-1318703.4597073577	1.41669e-04
-1318524.4398423291	1.35754e-04
-1318362.9352871212	1.22489e-04
-1318227.8155248303	1.02491e-04
-1318097.5421573655	9.88246e-05
